NAME_LATN,NUTS_ID,NUTS_NAME,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Makroregion północny,PL6,Makroregion północny,3,7,4,0,6,11,6,11,30,10,3,13,19,45,13,28,22,22,12,21,58,18,6,36,7,4,37,41,63,40,8,6,53,29,18,19,46,45,17,48,17,64,21,34,27,67,32,79,55,57,29,43,77,44,72,51,67,36,64,76,78,42,77,61,73,80,92,92,77,82,92,92,82,35,92,60,87,92,90,91,84,83,92,90,92,92,92,91,92,91,92,92,92,92,92
London,UKI,London,4,3,0,7,3,0,6,13,7,7,3,0,6,4,7,12,3,14,0,9,21,6,8,6,0,0,7,9,7,4,4,0,5,8,4,13,29,16,7,3,3,3,3,20,16,4,0,39,21,11,15,6,20,18,49,42,3,38,15,14,9,5,10,26,31,35,42,32,20,46,56,70,29,8,42,34,38,46,51,76,33,14,66,18,68,51,83,54,35,24,68,46,34,26,56
Dunántúl,HU2,Dunántúl,11,8,21,13,11,14,11,10,18,18,9,0,24,14,19,18,18,25,24,9,13,7,10,12,5,4,25,12,29,10,22,6,31,10,20,6,33,13,62,14,43,23,18,11,24,36,6,42,30,41,31,23,0,25,35,22,22,18,38,35,24,11,31,41,33,57,14,31,6,47,45,76,38,76,29,26,33,61,39,67,31,34,53,43,76,54,48,70,44,79,49,65,51,57,56
Crna Gora,ME0,Црна Гора,18,9,46,9,15,10,14,25,16,34,8,7,28,16,30,23,35,26,27,12,17,11,19,9,3,11,35,12,47,3,27,8,34,26,22,15,45,10,83,23,44,40,38,27,40,58,27,55,29,35,49,57,13,32,64,53,51,38,65,62,56,38,47,50,57,74,32,45,37,64,67,87,54,91,54,52,56,79,89,78,62,62,74,69,86,84,80,87,71,92,83,78,77,78,81
Makroregion województwo mazowieckie,PL9,Makroregion województwo mazowieckie,3,7,9,4,3,7,4,3,10,3,5,13,26,20,14,12,10,25,18,3,6,6,9,12,6,0,13,10,14,11,0,0,19,0,9,4,6,14,24,9,29,17,3,10,9,9,3,32,15,44,6,10,6,12,26,9,6,11,20,27,17,3,23,29,22,31,20,36,14,21,48,75,15,41,25,15,32,40,36,60,13,29,38,10,45,24,49,27,7,53,43,25,23,23,22
Corse,FRM,Corse,6,3,18,18,6,3,10,9,12,23,29,6,31,22,32,20,13,20,14,19,15,28,20,4,3,63,47,49,46,28,19,6,48,54,21,34,48,29,85,30,27,40,35,82,75,71,11,86,64,73,84,79,18,84,86,54,58,65,79,76,59,68,81,92,86,83,64,89,62,85,92,92,81,89,90,91,92,88,92,92,89,92,92,92,92,92,92,92,89,92,92,92,92,88,92
Comunidad de Madrid,ES3,Comunidad de Madrid,7,4,11,15,6,7,9,3,8,16,8,14,14,19,15,19,21,26,22,13,14,28,8,13,26,34,23,26,29,13,32,21,24,52,37,41,40,24,60,20,26,35,58,29,62,41,29,50,39,27,51,49,34,42,55,58,47,48,65,60,66,53,42,70,65,61,57,47,44,71,53,84,79,75,72,78,83,53,87,89,65,76,81,90,78,82,88,91,80,82,77,84,84,89,89
Yugozapadna i Yuzhna tsentralna Bulgaria,BG4,Югозападна и Южна централна България,13,0,44,10,13,8,27,30,15,31,13,7,20,20,35,18,27,53,27,18,12,26,23,10,7,9,29,16,50,23,20,18,40,47,28,39,28,48,80,50,57,58,65,37,56,71,66,63,55,68,80,71,33,65,68,69,89,76,83,83,79,69,66,71,78,92,77,60,76,82,78,90,81,92,83,77,88,92,92,92,82,91,84,92,91,92,89,92,88,92,91,89,87,90,91
Vlaams Gewest,BE2,Vlaams Gewest,4,0,0,6,3,3,7,6,10,7,8,0,6,10,10,19,7,19,3,15,16,7,5,8,4,4,12,18,15,7,3,3,11,12,4,8,23,13,6,7,3,9,4,17,13,16,0,36,16,18,16,5,15,14,54,51,3,36,14,16,10,10,23,39,49,34,50,34,12,40,56,78,25,15,51,35,44,49,49,78,33,27,63,28,58,49,84,56,40,35,61,70,36,23,50
Westösterreich,AT3,Westösterreich,7,7,18,8,13,13,20,13,14,44,12,4,18,14,20,21,18,32,18,20,14,23,14,14,8,24,30,31,49,18,23,11,46,29,28,36,48,38,72,38,41,33,17,30,46,58,14,68,44,58,56,59,28,69,73,61,54,52,74,75,51,56,62,69,72,79,60,72,79,71,86,91,76,83,83,84,77,91,89,88,77,83,85,89,89,86,90,91,83,91,89,90,92,88,89
Attiki,EL3,Αττική,14,3,60,8,3,7,30,41,14,30,21,23,27,68,64,20,60,51,32,69,40,41,61,42,26,14,30,57,73,35,63,28,80,84,51,69,78,63,78,84,75,81,73,56,76,90,91,78,56,86,85,82,76,92,63,89,87,81,89,90,92,91,85,92,92,87,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
East of England,UKH,East of England,4,10,0,7,0,3,7,14,10,9,4,0,9,8,10,12,7,11,0,11,25,10,9,10,3,4,11,15,10,10,9,0,8,10,3,13,28,19,7,6,4,13,5,19,21,13,3,40,27,11,19,8,32,18,48,46,4,43,19,18,13,8,16,29,34,42,47,35,20,50,63,65,28,9,50,39,44,54,53,78,32,29,70,27,69,58,89,59,45,39,69,64,43,32,62
Nordrhein-Westfalen,DEA,Nordrhein-Westfalen,4,3,3,9,8,3,7,9,11,12,3,4,6,6,13,16,9,22,6,11,14,10,3,13,10,4,15,22,17,6,3,0,11,6,7,6,23,13,13,7,3,13,7,11,11,19,3,34,12,19,17,6,9,14,45,38,0,29,10,21,14,3,15,37,41,38,38,30,14,41,42,62,25,23,36,11,34,37,47,72,24,12,46,14,57,33,57,54,21,38,50,28,25,26,42
North West (England),UKD,North West (England),6,0,4,6,4,4,0,8,3,10,8,4,3,6,6,10,10,12,0,11,19,4,7,11,0,4,11,6,8,10,0,0,3,3,0,4,23,9,3,7,4,19,7,13,14,6,3,22,8,8,13,9,38,10,45,54,13,26,12,22,18,13,29,25,48,26,53,43,20,31,46,49,16,13,62,35,57,45,40,69,32,33,75,34,47,54,66,47,58,35,66,65,40,31,69
Eesti,EE0,Eesti,5,15,7,3,23,6,23,24,17,19,0,33,7,57,21,21,40,26,3,12,63,13,11,57,7,24,16,72,75,40,11,33,45,76,14,16,57,83,8,66,13,67,66,50,27,55,65,63,79,54,46,45,80,77,70,81,85,45,89,80,78,63,87,76,59,85,92,92,90,92,92,92,84,63,92,83,88,92,90,92,92,92,89,92,92,89,90,86,92,92,92,92,92,92,92
Hessen,DE7,Hessen,7,3,4,10,5,6,5,7,13,8,4,4,9,6,12,16,6,21,7,12,9,9,8,14,8,3,19,18,18,6,0,0,12,10,9,6,28,13,19,12,7,13,7,12,3,22,3,41,13,25,32,5,9,25,46,36,4,30,14,22,14,8,24,40,45,43,37,33,11,42,57,68,27,35,35,19,33,45,41,75,26,21,51,22,61,39,59,59,25,45,53,36,23,41,51
Makroregion południowy,PL2,Makroregion południowy,7,8,18,0,10,14,4,10,12,11,6,10,22,15,11,9,10,25,20,3,7,6,9,10,6,0,19,11,24,16,6,3,16,3,18,7,10,18,29,9,29,17,13,13,14,15,4,40,23,42,23,11,0,22,36,17,8,19,22,30,18,8,28,27,27,44,21,26,9,25,47,75,31,55,20,24,36,60,37,60,19,29,41,19,55,38,40,36,26,68,46,37,22,38,38
Malta,MT0,Malta,0,0,3,0,0,0,0,0,0,7,0,7,4,0,6,3,3,0,0,3,0,12,11,3,0,38,14,9,11,14,8,0,26,20,7,25,13,3,25,26,12,15,10,23,33,36,36,30,12,38,57,47,11,75,42,25,25,33,40,55,35,55,59,69,62,55,42,71,72,55,88,78,60,70,69,70,78,88,86,84,89,75,90,88,87,74,85,90,88,89,90,91,77,89,89
Manner-Suomi,FI1,Manner-Suomi,14,16,9,6,54,27,56,40,17,23,40,66,10,62,25,40,49,36,8,33,91,56,48,76,21,62,30,84,87,60,54,65,74,89,58,51,83,84,25,73,41,88,80,79,57,78,84,63,84,90,63,88,90,87,88,87,88,87,91,91,90,91,90,83,85,86,92,92,92,92,92,92,92,92,92,89,92,92,92,92,92,92,92,92,92,92,91,90,92,92,92,92,92,92,92
Hamburg,DE6,Hamburg,3,3,3,0,3,3,3,8,6,10,0,3,4,6,12,13,7,12,0,15,52,8,3,13,0,5,10,19,23,22,0,3,19,0,7,9,30,10,3,30,0,56,4,3,32,27,0,48,11,17,16,18,28,10,49,39,22,25,32,36,30,3,41,45,54,51,61,52,29,50,75,85,29,18,66,18,68,73,68,80,60,42,73,37,50,55,78,68,75,63,82,87,48,49,57
Luxembourg,LU0,Luxembourg,6,0,3,6,0,3,3,8,13,7,3,0,6,7,5,12,4,15,3,15,12,10,3,9,10,3,20,14,15,3,0,0,8,10,5,6,25,13,15,12,0,7,5,12,3,11,4,44,11,22,28,8,11,23,43,41,3,32,11,21,9,3,18,37,44,42,38,36,4,44,55,67,22,28,35,24,29,33,49,75,20,21,61,19,63,39,61,58,29,38,51,40,22,33,48
Macroregiunea Unu,RO1,Macroregiunea Unu,23,12,28,4,13,8,10,15,9,25,6,10,37,18,27,14,21,35,29,21,16,8,9,10,9,4,33,13,49,11,29,7,26,10,20,8,26,18,54,23,43,35,27,20,31,35,13,49,30,47,46,26,3,23,30,22,33,30,52,45,45,20,42,37,49,67,24,25,22,33,62,82,47,79,43,41,58,73,55,71,54,53,48,46,80,70,63,69,57,91,77,58,58,62,67
Kentriki Elláda,EL6,Κεντρική Ελλάδα,16,3,68,14,11,12,28,22,14,31,12,14,35,32,33,22,35,32,20,30,22,24,34,11,9,49,48,30,51,29,29,23,36,45,30,59,50,34,90,24,43,51,53,52,58,67,72,58,34,53,82,85,24,73,64,59,73,57,86,82,80,68,75,84,92,86,67,62,74,79,92,90,85,92,89,80,88,91,92,92,91,91,92,91,92,91,90,92,91,92,92,92,92,92,91
Voreia Elláda,EL5,Βόρεια Ελλάδα,15,6,60,14,14,11,24,27,6,31,12,21,18,38,33,20,39,44,23,35,17,14,30,16,8,17,30,19,69,11,33,23,60,53,27,51,40,58,79,56,51,63,77,33,46,86,74,68,36,64,74,65,38,66,66,60,80,51,85,81,88,83,70,84,81,87,83,52,86,90,82,92,87,92,85,76,81,92,92,92,91,92,91,92,92,92,92,92,92,92,92,92,92,92,92
Sachsen-Anhalt,DEE,Sachsen-Anhalt,5,3,9,8,6,6,4,4,6,7,4,3,6,11,12,13,4,21,8,10,8,7,11,12,5,3,16,16,13,9,5,0,12,3,6,12,15,14,24,7,6,20,4,10,5,17,0,39,17,24,18,4,11,17,44,34,0,27,11,14,10,8,18,20,43,41,26,30,14,27,46,72,14,38,29,18,25,41,38,64,21,17,42,13,51,29,54,41,11,45,51,22,15,29,42
Åland,FI2,Åland,4,14,3,0,41,4,41,31,18,21,9,60,9,62,24,38,59,24,7,26,86,48,29,47,8,47,44,79,85,54,43,32,60,82,23,41,78,80,28,72,19,72,73,56,58,65,77,67,83,64,59,70,78,82,87,89,83,84,90,92,87,77,89,82,80,74,92,92,92,92,92,92,87,84,92,85,91,92,90,92,92,92,92,92,92,90,90,88,91,92,92,92,92,92,92
Danmark,DK0,Danmark,4,4,3,3,7,9,4,11,7,8,5,11,7,19,11,7,15,18,3,25,49,7,6,23,7,4,28,39,33,32,6,11,27,6,8,15,33,24,9,54,4,63,13,18,36,35,18,50,41,44,14,18,51,26,62,80,45,34,55,47,42,28,62,41,69,66,82,89,62,69,90,91,61,31,83,47,76,83,88,87,79,59,88,76,77,82,91,79,89,87,92,92,79,80,81
Makroregion wschodni,PL8,Makroregion wschodni,9,7,16,3,13,4,7,11,11,12,4,13,31,21,18,15,13,26,22,4,6,7,9,9,6,3,19,12,25,11,9,3,17,7,10,4,10,16,28,13,33,19,9,16,17,9,7,40,24,43,19,14,10,15,14,13,8,15,26,30,19,6,28,30,22,43,18,37,23,28,50,75,25,54,30,20,31,59,32,58,22,30,39,17,52,37,44,36,20,73,47,32,25,39,38
Macroregiunea Patru,RO4,Macroregiunea Patru,19,4,41,10,19,9,10,19,9,28,7,8,32,14,27,12,26,32,30,17,14,8,13,14,11,6,30,11,55,6,29,7,27,15,21,9,30,22,67,26,48,38,36,23,42,42,23,50,39,45,51,43,3,30,43,28,50,39,67,54,53,28,50,45,60,70,36,28,26,43,65,84,56,82,58,49,59,81,67,75,65,64,56,63,84,76,71,77,66,92,78,68,62,72,71
Isole,ITG,Isole,8,9,44,15,15,5,20,18,9,36,16,19,24,20,34,27,30,13,14,23,22,46,77,28,8,78,51,60,53,56,45,19,80,34,36,84,68,32,80,70,43,65,45,83,85,73,63,81,59,85,86,92,39,92,76,62,91,82,88,88,84,86,91,92,92,87,84,91,90,92,92,91,92,92,92,91,92,92,92,92,92,90,92,92,92,91,92,92,92,92,92,92,92,92,92
Severna i Yugoiztochna Bulgaria,BG3,Северна и Югоизточна България,13,0,38,13,13,5,12,19,13,22,7,11,26,27,26,13,27,35,12,20,14,7,19,8,12,7,20,15,46,6,25,8,34,22,15,14,24,14,57,18,34,38,39,18,40,46,41,39,36,39,52,41,3,33,41,26,56,32,65,59,53,49,46,46,38,68,35,27,59,53,52,72,61,86,56,47,58,86,64,73,61,75,66,82,84,88,61,86,76,92,75,81,72,83,79
Noreste,ES2,Noreste,17,6,8,15,6,9,19,14,11,29,6,14,17,20,24,24,20,30,22,16,29,43,31,20,27,32,32,36,41,21,25,17,36,44,33,33,44,25,68,37,33,30,54,43,60,50,30,63,46,40,57,53,32,55,70,76,63,56,68,76,65,60,56,76,78,73,57,63,50,79,70,87,82,85,77,75,84,70,87,91,72,78,91,91,87,88,92,91,79,92,87,88,88,91,92
Auvergne-Rhône-Alpes,FRK,Auvergne-Rhône-Alpes,8,4,28,10,14,12,23,16,14,36,11,10,16,10,26,22,21,38,16,19,9,33,16,9,12,26,33,21,48,35,36,12,49,36,32,16,59,38,79,35,36,38,24,32,51,57,10,74,34,58,67,56,41,78,81,70,36,63,68,64,63,64,56,74,83,77,80,86,80,80,86,91,77,88,82,82,85,91,91,90,80,88,89,85,91,90,91,92,89,92,90,91,92,89,91
Yorkshire and the Humber,UKE,Yorkshire and the Humber,8,0,6,6,3,3,4,8,5,7,10,5,5,6,14,15,8,11,4,10,32,5,3,11,0,4,11,4,7,6,3,0,5,7,0,8,25,16,0,7,6,15,4,15,17,10,3,23,21,18,13,11,28,15,40,38,9,28,27,21,13,17,26,17,41,37,53,39,17,42,38,58,28,15,55,32,41,53,51,61,26,26,73,40,57,39,81,54,45,37,62,55,43,35,64
West-Nederland,NL3,West-Nederland,4,3,3,9,3,6,7,12,10,11,9,0,3,8,14,20,7,20,4,13,33,11,4,10,4,5,9,23,17,10,3,4,11,5,4,18,32,16,10,19,3,17,5,14,20,20,3,37,21,12,13,9,15,16,52,49,8,31,19,26,18,3,29,38,46,34,57,36,26,50,62,78,24,10,56,20,44,48,57,78,38,30,66,21,51,47,85,60,50,47,60,74,30,32,49
Noroeste,ES1,Noroeste,10,15,13,8,11,12,15,8,12,7,15,15,13,11,6,15,18,22,21,9,24,14,9,7,26,25,14,7,18,6,20,18,17,33,20,21,24,25,23,24,21,21,33,76,34,18,12,69,33,36,46,23,50,57,68,54,40,45,61,48,38,58,52,62,91,63,71,87,55,67,84,79,58,54,63,86,87,69,88,91,61,73,92,89,91,88,92,90,84,60,87,92,90,67,87
Ireland,IE0,Ireland,10,6,7,6,11,3,11,8,6,10,11,9,8,11,22,13,7,34,9,17,43,15,13,8,3,3,35,10,8,23,7,9,16,8,7,13,23,40,5,25,9,25,7,31,28,7,7,26,6,25,24,10,62,20,72,59,35,38,34,42,46,60,61,48,87,38,60,56,50,41,46,59,25,15,71,72,80,70,61,61,79,67,92,81,82,77,87,68,71,43,75,90,72,46,76
Scotland,UKM,Scotland,10,3,9,7,4,6,11,41,16,33,30,17,6,28,34,17,17,39,7,54,73,38,38,36,26,28,41,74,37,23,15,27,38,12,8,75,70,26,27,76,47,78,44,33,74,70,19,22,63,67,29,39,85,56,81,83,70,77,78,61,86,79,88,81,90,82,92,92,91,78,88,89,77,56,90,88,90,92,85,91,89,92,92,92,91,92,91,92,92,87,91,92,92,91,91
East Midlands (England),UKF,East Midlands (England),10,4,3,8,3,3,3,13,6,9,4,0,5,6,9,12,9,11,0,14,32,6,5,11,0,4,14,6,7,5,3,0,6,9,0,8,21,15,4,6,3,11,4,19,19,10,3,36,22,18,19,8,32,13,43,41,6,38,18,21,13,12,18,31,39,32,46,35,22,47,56,58,23,13,51,32,39,47,50,67,22,21,65,21,65,41,81,51,38,36,60,44,27,35,60
Makroregion centralny,PL7,Makroregion centralny,4,6,11,0,6,8,6,7,11,6,6,13,25,17,9,7,12,23,22,0,6,6,8,10,6,0,15,11,13,13,3,0,22,3,11,4,6,13,30,9,27,12,4,10,10,9,4,39,21,46,13,10,6,15,27,10,6,12,21,31,22,5,27,29,25,37,20,30,10,22,50,76,17,47,20,18,32,50,38,60,15,24,37,8,56,29,48,33,5,60,41,25,17,22,25
Schleswig-Holstein,DEF,Schleswig-Holstein,5,3,4,0,5,4,6,11,6,8,5,3,7,9,13,8,8,16,0,12,31,3,6,12,6,4,14,22,21,9,3,6,11,0,7,13,13,20,7,11,0,37,3,11,22,19,0,47,7,21,14,4,36,12,60,50,13,25,24,29,21,6,30,23,61,39,62,60,33,44,68,83,19,13,45,12,32,61,60,71,50,32,66,29,60,41,82,60,55,43,72,73,40,37,73
Niedersachsen,DE9,Niedersachsen,5,3,4,8,5,3,5,17,9,10,4,6,4,11,14,17,7,24,3,12,31,8,6,15,5,5,15,19,16,15,4,5,16,0,7,9,30,13,19,19,3,38,6,6,19,20,0,40,9,17,18,12,17,15,43,40,22,29,27,27,17,3,26,41,53,38,61,46,17,44,69,79,25,21,54,15,53,58,55,73,42,33,65,28,51,47,82,58,71,54,67,83,36,45,42
Hauts-de-France,FRE,Hauts-de-France,7,4,0,7,3,3,7,5,12,9,8,0,6,10,7,19,9,17,4,16,22,12,10,9,10,3,20,18,14,11,3,3,15,18,6,11,28,13,13,6,7,14,6,27,17,15,0,49,14,17,23,6,15,26,57,48,6,40,21,32,12,10,25,40,62,36,53,38,14,52,61,77,33,25,60,35,56,52,53,82,53,31,74,44,67,47,88,71,42,36,69,75,52,35,58
Serbia - sever,RS1,Србија - север,14,3,25,14,11,7,6,14,16,26,7,0,26,7,20,11,20,20,22,9,12,4,6,3,6,3,29,8,34,5,26,7,26,11,15,7,31,6,60,10,38,26,21,15,27,36,9,42,31,31,29,34,0,26,41,21,29,16,37,44,34,14,36,32,29,61,12,29,8,37,49,77,44,71,36,32,21,64,41,62,30,48,43,51,72,52,45,65,46,82,48,61,52,58,59
